ID,Item_type,Study_Title,Document_Reference,Author_1st,Author_2nd,Author_3rd,Author_4th,Author_5th,Author_6th,Publication_year,Country_application,Specific_Location_1,Specific_Location_2,MAR_Type_1,MAR_Type_2,MAR_Type_3,MAR_Type_4,Criteria_Group_1,Criteria_Group_2,Criteria_Group_3,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Subcriteria_Min_weight,Subcriteria_Max_weight,Standardized_criteria_weight(%),Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce,Main_objective,Groundwater_potential_zones
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,0.03,0,1,3,7,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,Groundwater flow zones,Groundwater flow zones,0.21,0,1,21,1,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use,Land use/ land cover,NA,NA,NA,NA,NA,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Aquifer thickness,Aquifer depth,0.13,0,1,13,4,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to lake,Distance from water bodies,0.05,0,1,5,6,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Water table depth,Groundwater level,0.18,0,1,18,2,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil infiltration capacity,Hydrological soils,0.09,0,1,9,5,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,GW quality (chloride),Groundwater - Chloride,0.14,0,1,14,3,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,GW quality (nitrate),Groundwater - Nitrates,0.14,0,1,14,3,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
040,Journal Article,An integrated study of spatial multicriteria analysis and mathematical modelling for managed aquifer recharge site suitability mapping and site ranking at Northern Gaza coastal aquifer,"Rahman, 2013",M. Azizur Rahman,Bernd Rusteberg,Mohammad Salah Uddin,Annegret Lutz,Muath Abu Saada,Martin Sauter,2013,Gaza Strip,North Gaza,,Spreading methods,,,,Management criteria,Economic criteria,Economic criteria,Cost of effluent transfer,Cost of effluent transfer,0.03,0,1,3,7,Pairwise comparison method,WLC,Yes,"(Slopes > 3%; Groundwater flow zones were no pollution source is involved and that are not going to the sea directly; built up areas, natural forest; distance to lake > 1000m; water table depth< 10m)",Yes,Treated wastewater,Agriculture; Domestic,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,0.175,0,1,17.4825174825175,1,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Alluvium thickness,Alluvium thickness,0.149,0,1,14.8851148851149,2,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Geology,Geology / Lithology,0.147,0,1,14.6853146853147,2,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Morphology,Geomorphology,0.14,0,1,13.986013986014,3,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Water quality,Surface water quality,Surface water quality,Electrical conductivity,Surface water quality - Electrical conductivity,0.122,0,1,12.1878121878122,4,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use,Land use/ land cover,0.077,0,1,7.69230769230769,5,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Drainage density,Drainage density/Drainage intensity,0.078,0,1,7.79220779220779,5,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Water flow capacity,Aquifer transmissivity,Aquifer transmissivity,0.065,0,1,6.49350649350649,6,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
041,Journal Article,"Using combined AHP-genetic algorithm in artificial groundwater recharge site selection of Gareh Bygone Plain, Iran","Rahimi, 2014",Saeed Rahimi,Mahid Shadman Roodposhti,Rahim Ali Abbaspour,,,,2014,Iran,Gareh Bygone Plain,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Elevation,Elevation,0.048,0,1,4.7952047952048,7,Pairwise comparison method,Genetic algorithm,No,NA,No,Stormwater/surface runoff,Nonspecific,No
042,Journal Article,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",Francisco Pedrero,António Albuquerque,Helena Marecos do Monte,Victor Cavaleiro,Juan José Alarcón,,2011,Portugal,Beira region,,Spreading methods,,,,Management criteria,Economic criteria,Economic criteria,Water transfer cost from WWTP to infiltration sites,Cost of effluent transfer,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
042,Journal Article,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",Francisco Pedrero,António Albuquerque,Helena Marecos do Monte,Victor Cavaleiro,Juan José Alarcón,,2011,Portugal,Beira region,,Spreading methods,,,,Management criteria,Economic criteria,Economic criteria,Distance from water supply sources,Distance between water supply sources and MAR site,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
042,Journal Article,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",Francisco Pedrero,António Albuquerque,Helena Marecos do Monte,Victor Cavaleiro,Juan José Alarcón,,2011,Portugal,Beira region,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Urban agglomerations,"presence of water bodies, settlements or forests",NA,NA,NA,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
042,Journal Article,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",Francisco Pedrero,António Albuquerque,Helena Marecos do Monte,Victor Cavaleiro,Juan José Alarcón,,2011,Portugal,Beira region,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Natural ecological reserves,Natural ecological reserves,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
042,Journal Article,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",Francisco Pedrero,António Albuquerque,Helena Marecos do Monte,Victor Cavaleiro,Juan José Alarcón,,2011,Portugal,Beira region,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use,Land use/ land cover,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
042,Journal Article,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",Francisco Pedrero,António Albuquerque,Helena Marecos do Monte,Victor Cavaleiro,Juan José Alarcón,,2011,Portugal,Beira region,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
042,Journal Article,Application of GIS-based multi-criteria analysis for site selection of aquifer recharge with reclaimed water,"Pedrero, 2011",Francisco Pedrero,António Albuquerque,Helena Marecos do Monte,Victor Cavaleiro,Juan José Alarcón,,2011,Portugal,Beira region,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil texture,Hydrological soils,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,NA,NA,No,Treated wastewater,Agriculture; Domestic,No
